Sentence,Part1 Sentiment,Part2 Sentiment,Transition Word,part1_sentence,part2_sentence
ಈ ಜಿಲ್ಲೆಗಳಿಗೆ ಕಾವೇರಿ ನದಿಯಿಂದ ನೀರು ಪೂರೈಸುವ ಯಾವ ಯೋಜನೆಯೂ ಇಲ್ಲ ಏಕೆಂದರೆ ಕಾವೇರಿಯ ನೀರು ನೀರಾವರಿ ಹಾಗೂ ದಿನದಿನವೂ ಬೆಳೆಯುತ್ತಿರುವ ಬೆಂಗಳೂರಿನ ಕುಡಿಯುವ ನೀರಿನ ಬೇಡಿಕೆಯನ್ನು ಪೂರೈಸಲು ಮೀಸಲಾಗಿದೆ,O,O,ಏಕೆಂದರೆ,ಈ ಜಿಲ್ಲೆಗಳಿಗೆ ಕಾವೇರಿ ನದಿಯಿಂದ ನೀರು ಪೂರೈಸುವ ಯಾವ ಯೋಜನೆಯೂ ಇಲ್ಲ,ಏಕೆಂದರೆ ಕಾವೇರಿಯ ನೀರು ನೀರಾವರಿ ಹಾಗೂ ದಿನದಿನವೂ ಬೆಳೆಯುತ್ತಿರುವ ಬೆಂಗಳೂರಿನ ಕುಡಿಯುವ ನೀರಿನ ಬೇಡಿಕೆಯನ್ನು ಪೂರೈಸಲು ಮೀಸಲಾಗಿದೆ
ತೊಂದರೆ ಇಲ್ಲಪ್ಪ ಹತ್ತಿರವೇ ಸಕಲೇಶಪುರ ಇದೆ ಅಲ್ಲಿಗೆ ಬಂದು ಇರ್ತಾವೆ ಮೊನ್ನೆ ಮೈಸೂರಿಗೆ ಬಂದಿದ್ದವಲ್ಲ ಹಾಗೇ ಅಂದಾರು ನಮ್ಮ ಯೋಜನಾಕರ್ತರು ಆದರೆ ಸಕಲೇಶಪುರದ ಜನ ಇದಕ್ಕೆ ಒಪ್ಪಿಗೆ ಕೊಡುತ್ತಾರೋ ಗೊತ್ತಿಲ್ಲ,P,O,ಆದರೆ,ತೊಂದರೆ ಇಲ್ಲಪ್ಪ ಹತ್ತಿರವೇ ಸಕಲೇಶಪುರ ಇದೆ ಅಲ್ಲಿಗೆ ಬಂದು ಇರ್ತಾವೆ ಮೊನ್ನೆ ಮೈಸೂರಿಗೆ ಬಂದಿದ್ದವಲ್ಲ ಹಾಗೇ ಅಂದಾರು ನಮ್ಮ ಯೋಜನಾಕರ್ತರು,ಆದರೆ ಸಕಲೇಶಪುರದ ಜನ ಇದಕ್ಕೆ ಒಪ್ಪಿಗೆ ಕೊಡುತ್ತಾರೋ ಗೊತ್ತಿಲ್ಲ
ಎಲ್ಲಾ ಹಳ್ಳಿಗಳಿಗೂ ಕುಡಿಯುವ ನೀರಿಗೆ ಕೊಳವೆ ಬಾವಿ ನೀರೇ ಅಸರೆ ಆದರೆ ಅವುಗಳ ಸೂಕ್ತ ನಿರ್ವಹಣೆ ಇಲ್ಲದೆ ಸುರಕ್ಷಿತತೆ ಮತ್ತು ನೈರ್ಮಲ್ಯತೆಯೇ ಇಲ್ಲವಾಗಿತ್ತು,O,N,ಆದರೆ,ಎಲ್ಲಾ ಹಳ್ಳಿಗಳಿಗೂ ಕುಡಿಯುವ ನೀರಿಗೆ ಕೊಳವೆ ಬಾವಿ ನೀರೇ ಅಸರೆ,ಆದರೆ ಅವುಗಳ ಸೂಕ್ತ ನಿರ್ವಹಣೆ ಇಲ್ಲದೆ ಸುರಕ್ಷಿತತೆ ಮತ್ತು ನೈರ್ಮಲ್ಯತೆಯೇ ಇಲ್ಲವಾಗಿತ್ತು
ನಮ್ಮಲ್ಲಿ ಹೆಚ್ಚಿನವರು ಏನೆಲ್ಲ ಕಿರಿಕಿರಿಯನ್ನು ತುಟಿಪಿಟಕ್ಕೆನ್ನದೆ ಸಹಿಸಿಕೊಂಡೇ ಬದುಕುತ್ತಿದ್ದೇವೆ ಆದರೆ ನಾನು ಮೈಕಿನ ಈ ಕಿರಿಕಿರಿಯಿಂದ ಸ್ವಲ್ಪ ಮಟ್ಟಿಗಾದರೂ ತಪ್ಪಿಸಿಕೊಳ್ಳಲು ಸಣ್ಣ ಪ್ರಯತ್ನ ಮಾಡುತ್ತಿದ್ದೇನೆ,N,N,ಆದರೆ,ನಮ್ಮಲ್ಲಿ ಹೆಚ್ಚಿನವರು ಏನೆಲ್ಲ ಕಿರಿಕಿರಿಯನ್ನು ತುಟಿಪಿಟಕ್ಕೆನ್ನದೆ ಸಹಿಸಿಕೊಂಡೇ ಬದುಕುತ್ತಿದ್ದೇವೆ,ಆದರೆ ನಾನು ಮೈಕಿನ ಈ ಕಿರಿಕಿರಿಯಿಂದ ಸ್ವಲ್ಪ ಮಟ್ಟಿಗಾದರೂ ತಪ್ಪಿಸಿಕೊಳ್ಳಲು ಸಣ್ಣ ಪ್ರಯತ್ನ ಮಾಡುತ್ತಿದ್ದೇನೆ
ಯಾರೂ ಸಮರ್ಪಕ ಉತ್ತರ ಕೊಡುವುದಿಲ್ಲ ಆದರೆ ಈ ಪ್ರಶ್ನೆ ಕೇಳಿದರೆ ಎಲ್ಲರಿಗೂ ಸಿಟ್ಟು ಬರುತ್ತದೆ,N,N,ಆದರೆ,ಯಾರೂ ಸಮರ್ಪಕ ಉತ್ತರ ಕೊಡುವುದಿಲ್ಲ,ಆದರೆ ಈ ಪ್ರಶ್ನೆ ಕೇಳಿದರೆ ಎಲ್ಲರಿಗೂ ಸಿಟ್ಟು ಬರುತ್ತದೆ
ಅನೇಕ ನಾಗರಿಕರಿಗೆ ಕಿರಿಕಿರಿಯಾಗುತ್ತಿದ್ದರೂ ಸಹ ಸೂಕ್ತ ಮಾಹಿತಿಯ ಕೊರತೆಯಿಂದ ಅಂಥವರು ಅಸಹಾಯಕರಾಗಿದ್ದಾರೆ ಆದ್ದರಿಂದ ಇನ್ನು ಮುಂದೆ ಧ್ವನಿವರ್ಧಕ ಬಳಸಲು ಅನುಮತಿ ನೀಡುವಾಗ ಅನುಮತಿ ಪಡೆದವರು ಈ ಕೆಳಗಿನ ಮಾಹಿತಿಗಳನ್ನು ಸಾರ್ವಜನಿಕರಿಗೆ ಕಡ್ಡಾಯವಾಗಿ ನೀಡುವಂತೆ ಅವರಿಗೆ ಸೂಚಿಸಬೇಕಾಗಿ ಕೋರುತ್ತೇನೆ,N,O,ಆದ್ದರಿಂದ,ಅನೇಕ ನಾಗರಿಕರಿಗೆ ಕಿರಿಕಿರಿಯಾಗುತ್ತಿದ್ದರೂ ಸಹ ಸೂಕ್ತ ಮಾಹಿತಿಯ ಕೊರತೆಯಿಂದ ಅಂಥವರು ಅಸಹಾಯಕರಾಗಿದ್ದಾರೆ,ಆದ್ದರಿಂದ ಇನ್ನು ಮುಂದೆ ಧ್ವನಿವರ್ಧಕ ಬಳಸಲು ಅನುಮತಿ ನೀಡುವಾಗ ಅನುಮತಿ ಪಡೆದವರು ಈ ಕೆಳಗಿನ ಮಾಹಿತಿಗಳನ್ನು ಸಾರ್ವಜನಿಕರಿಗೆ ಕಡ್ಡಾಯವಾಗಿ ನೀಡುವಂತೆ ಅವರಿಗೆ ಸೂಚಿಸಬೇಕಾಗಿ ಕೋರುತ್ತೇನೆ
ಬಯಲುಸೀಮೆಯ ಜನರ ಅದರಲ್ಲೂ ಹೆಂಗಸರ ಕಷ್ಟ ನನಗೆ ಚೆನ್ನಾಗಿ ಅರ್ಥವಾಗುತ್ತದೆ ಆದರೆ ಬಯಲು ಸೀಮೆಯ ಜನರ ಸಮಸ್ಯೆಗೆ ಪಶ್ಚಿಮ ಘಟ್ಟಗಳಿಂದ ನೀರು ಒಯ್ಯುವುದು ಪರಿಹಾರ ಅಲ್ಲ,N,N,ಆದರೆ,ಬಯಲುಸೀಮೆಯ ಜನರ ಅದರಲ್ಲೂ ಹೆಂಗಸರ ಕಷ್ಟ ನನಗೆ ಚೆನ್ನಾಗಿ ಅರ್ಥವಾಗುತ್ತದೆ,ಆದರೆ ಬಯಲು ಸೀಮೆಯ ಜನರ ಸಮಸ್ಯೆಗೆ ಪಶ್ಚಿಮ ಘಟ್ಟಗಳಿಂದ ನೀರು ಒಯ್ಯುವುದು ಪರಿಹಾರ ಅಲ್ಲ
ಸರಕಾರವೇನೋ ಕೆರೆಗಳ ಪುನರುಜ್ಜೀವನ ಎಂಬ ಹೆಸರಿನಲ್ಲಿ ಹಣವನ್ನು ನೀರಿನಂತೆ ಚೆಲ್ಲುತ್ತಿದೆ ಆದರೆ ಎಲ್ಲಿಯವರೆಗೆ ಜನರ ಸಾಮೂಹಿಕ ಸಹಭಾಗಿತ್ವ ಇಲ್ಲವೋ ನಮ್ಮ ಊರ ಕೆರೆಗೆ ನಾವೇ ಜವಾಬ್ದಾರರು ಎಂಬ ಭಾವನೆ ಪುನಃ ಬರುವುದಿಲ್ಲವೋ ಎಲ್ಲಿಯವರೆಗೆ ನಾವು ಪ್ರತಿಯೊಂದಕ್ಕೂ ಸರಕಾರದ ಕಡೆಗೆ ನೋಡುತ್ತಿರುತ್ತೇವೋ ಅಲ್ಲಿಯವರೆಗೂ ಸಮಸ್ಯೆಗೆ ಪರಿಹಾರವಿಲ್ಲ,O,N,ಆದರೆ,ಸರಕಾರವೇನೋ ಕೆರೆಗಳ ಪುನರುಜ್ಜೀವನ ಎಂಬ ಹೆಸರಿನಲ್ಲಿ ಹಣವನ್ನು ನೀರಿನಂತೆ ಚೆಲ್ಲುತ್ತಿದೆ,ಆದರೆ ಎಲ್ಲಿಯವರೆಗೆ ಜನರ ಸಾಮೂಹಿಕ ಸಹಭಾಗಿತ್ವ ಇಲ್ಲವೋ ನಮ್ಮ ಊರ ಕೆರೆಗೆ ನಾವೇ ಜವಾಬ್ದಾರರು ಎಂಬ ಭಾವನೆ ಪುನಃ ಬರುವುದಿಲ್ಲವೋ ಎಲ್ಲಿಯವರೆಗೆ ನಾವು ಪ್ರತಿಯೊಂದಕ್ಕೂ ಸರಕಾರದ ಕಡೆಗೆ ನೋಡುತ್ತಿರುತ್ತೇವೋ ಅಲ್ಲಿಯವರೆಗೂ ಸಮಸ್ಯೆಗೆ ಪರಿಹಾರವಿಲ್ಲ
೧೯೧೩ರಲ್ಲಿ ನೇತ್ರಾವತಿ ನದಿ ಬತ್ತಿತ್ತು ಎಂದು ಮಾತ್ರ ತಿಳಿಸಲಾಗಿದೆ ಆದರೆ ವಿನಾಯಕ್ ಅವರು ಎರಡು ಮುಖ್ಯ ಪ್ರವಾಹಗಳ (೧೯೨೪ ೧೯೭೪) ಬಗ್ಗೆ ತಿಳಿಸೇ ಇಲ್ಲ,N,N,ಆದರೆ,೧೯೧೩ರಲ್ಲಿ ನೇತ್ರಾವತಿ ನದಿ ಬತ್ತಿತ್ತು ಎಂದು ಮಾತ್ರ ತಿಳಿಸಲಾಗಿದೆ,ಆದರೆ ವಿನಾಯಕ್ ಅವರು ಎರಡು ಮುಖ್ಯ ಪ್ರವಾಹಗಳ (೧೯೨೪ ೧೯೭೪) ಬಗ್ಗೆ ತಿಳಿಸೇ ಇಲ್ಲ
ಮೇಲುನೋಟಕ್ಕೆ ಅದರಿಂದ ಯಾವ ತೊಂದರೆಯೂ ಆಗುವಂತೆ ಕಾಣುವುದಿಲ್ಲ ಆದರೆ ಸಮಸ್ಯೆ ಇಷ್ಟು ಸರಳ ಅಲ್ಲ,P,N,ಆದರೆ,ಮೇಲುನೋಟಕ್ಕೆ ಅದರಿಂದ ಯಾವ ತೊಂದರೆಯೂ ಆಗುವಂತೆ ಕಾಣುವುದಿಲ್ಲ,ಆದರೆ ಸಮಸ್ಯೆ ಇಷ್ಟು ಸರಳ ಅಲ್ಲ
ವಾಸ್ತವವಾಗಿ ಪಶ್ಚಿಮ ಘಟ್ಟಗಳನ್ನು ಉಳಿಸಿಕೊಳ್ಳಲು ಮಾಡಬೇಕಾದ ಮೊದಲ ಕೆಲಸವೆಂದರೆ ಅಲ್ಲಿಗೆ ಮನುಷ್ಯಪ್ರವೇಶವನ್ನು ಸಾಧ್ಯವಾದಷ್ಟೂ ತಡೆಯುವುದು ಆದರೆ ಈ ಕಿರು ಜಲವಿದ್ಯುತ್ ಯೋಜನೆಗಳಿಂದಾಗಿ ಪಶ್ಚಿಮಘಟ್ಟಗಳು ತಮ್ಮ ಸ್ವರೂಪವನ್ನೇ ಕಳೆದುಕೊಳ್ಳಲಿವೆ,O,N,ಆದರೆ,ವಾಸ್ತವವಾಗಿ ಪಶ್ಚಿಮ ಘಟ್ಟಗಳನ್ನು ಉಳಿಸಿಕೊಳ್ಳಲು ಮಾಡಬೇಕಾದ ಮೊದಲ ಕೆಲಸವೆಂದರೆ ಅಲ್ಲಿಗೆ ಮನುಷ್ಯಪ್ರವೇಶವನ್ನು ಸಾಧ್ಯವಾದಷ್ಟೂ ತಡೆಯುವುದು,ಆದರೆ ಈ ಕಿರು ಜಲವಿದ್ಯುತ್ ಯೋಜನೆಗಳಿಂದಾಗಿ ಪಶ್ಚಿಮಘಟ್ಟಗಳು ತಮ್ಮ ಸ್ವರೂಪವನ್ನೇ ಕಳೆದುಕೊಳ್ಳಲಿವೆ
ಪಶ್ಚಿಮಘಟ್ಟಕ್ಕೆ ಆಗುವ ಹಾನಿಯ ಕಲ್ಪನೆ ಬರಬಹುದು ಅಥವಾ ಆಗಲೂ ಬರುವುದು ಕಷ್ಟ,N,N,ಅಥವಾ,ಪಶ್ಚಿಮಘಟ್ಟಕ್ಕೆ ಆಗುವ ಹಾನಿಯ ಕಲ್ಪನೆ ಬರಬಹುದು,ಅಥವಾ ಆಗಲೂ ಬರುವುದು ಕಷ್ಟ
ಕರ್ನಾಟಕದ ವಿಷಯ ನಾನು ಹೇಳಲಾರೆ ಆದರೆ ದಕ ಜಿಲ್ಲೆಯಲ್ಲಂತೂ ಜೆಸಿಬಿಗಳು ಹಗಲು ರಾತ್ರೆಯ ವ್ಯತ್ಯಾಸವಿಲ್ಲದೆ ಸರ್ಪಯಜ್ನಕ್ಕೆ ತೊಡಗಿವೆ,O,O,ಆದರೆ,ಕರ್ನಾಟಕದ ವಿಷಯ ನಾನು ಹೇಳಲಾರೆ,ಆದರೆ ದಕ ಜಿಲ್ಲೆಯಲ್ಲಂತೂ ಜೆಸಿಬಿಗಳು ಹಗಲು ರಾತ್ರೆಯ ವ್ಯತ್ಯಾಸವಿಲ್ಲದೆ ಸರ್ಪಯಜ್ನಕ್ಕೆ ತೊಡಗಿವೆ
ಯಾವುದೇ ಕೀಟನಾಶಕ ಕೀಟಗಳನ್ನು ಮಾತ್ರ ನಾಶ ಮಾಡಲು ಶಕ್ತವಾಗಿರಬೇಕು ಹೊರತು ಅದನ್ನು ಸೇವಿಸಿದ ಇತರ ದೊಡ್ಡ ಪ್ರಾಣಿಗಳ ಮೇಲೆ ಮನುಷ್ಯರ ಮೇಲೆ ದುಷ್ಪರಿಣಾಮ ಉಂಟು ಮಾಡುವಂತಿರಬಾರದು,O,N,ಆದರೆ,ಯಾವುದೇ ಕೀಟನಾಶಕ ಕೀಟಗಳನ್ನು ಮಾತ್ರ ನಾಶ ಮಾಡಲು ಶಕ್ತವಾಗಿರಬೇಕು ಹೊರತು ಅದನ್ನು ಸೇವಿಸಿದ ಇತರ ದೊಡ್ಡ ಪ್ರಾಣಿಗಳ ಮೇಲೆ ಮನುಷ್ಯರ ಮೇಲೆ ದುಷ್ಪರಿಣಾಮ ಉಂಟು ಮಾಡುವಂತಿರಬಾರದು,
ಹೀಗಾಗಿ ಮನಸ್ಸಿಗೆ ಕೊಂಚ ಬೇಸರವಾಗಿರುವುದು ನಿಜ ಆದರೆ ಹೋರಾಟವನ್ನು ಅರ್ಧಕ್ಕೆ ನಿಲ್ಲಿಸುವುದಿಲ್ಲ ಎಂದು ಸ್ಪಷ್ಟಪಡಿಸಿದರು,N,O,ಆದರೆ,ಹೀಗಾಗಿ ಮನಸ್ಸಿಗೆ ಕೊಂಚ ಬೇಸರವಾಗಿರುವುದು ನಿಜ,ಆದರೆ ಹೋರಾಟವನ್ನು ಅರ್ಧಕ್ಕೆ ನಿಲ್ಲಿಸುವುದಿಲ್ಲ ಎಂದು ಸ್ಪಷ್ಟಪಡಿಸಿದರು
ಇದು ದೈವ ಕಾಟವೋ ಪ್ರೇತಚೇಷ್ಟೆಯೋ ಊರಿ ಗಂಟಿದ ಶಾಪವೋ ಗೊತ್ತಿಲ್ಲ ಆದರೆ ಈ ತಾಂಡಾದಲ್ಲಿ ಸಂಭವಿಸಿದ ಸರಣಿ ಸಾವಿಗೆ ಕಂಗೆಟ್ಟು ಗ್ರಾಮಸ್ಥರು ಊರನ್ನೇ ತೊರೆದ ವಿಚಿತ್ರ ಘಟನೆ ನಡೆದಿದೆ,O,N,ಆದರೆ,ಇದು ದೈವ ಕಾಟವೋ ಪ್ರೇತಚೇಷ್ಟೆಯೋ ಊರಿ ಗಂಟಿದ ಶಾಪವೋ ಗೊತ್ತಿಲ್ಲ,ಆದರೆ ಈ ತಾಂಡಾದಲ್ಲಿ ಸಂಭವಿಸಿದ ಸರಣಿ ಸಾವಿಗೆ ಕಂಗೆಟ್ಟು ಗ್ರಾಮಸ್ಥರು ಊರನ್ನೇ ತೊರೆದ ವಿಚಿತ್ರ ಘಟನೆ ನಡೆದಿದೆ
ನಿರ್ದೇಶಕ ಪ್ರೇಮ್ ಈಗ ದಿ ವಿಲನ್ ಸಿನಿಮಾ ಮಾಡುತ್ತಿದ್ದಾರೆ ಆದರೆ ಅವರು ಹೊಸ ವರ್ಷದ ಸಂಭ್ರಮದಲ್ಲಿರುವ ಶಿವರಾಜ್ ಕುಮಾರ್ ಮತ್ತು ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳಿಗೆ ನಿರಾಸೆ ಮೂಡಿಸಿದ್ದಾರೆ,O,N,ಆದರೆ,ನಿರ್ದೇಶಕ ಪ್ರೇಮ್ ಈಗ ದಿ ವಿಲನ್ ಸಿನಿಮಾ ಮಾಡುತ್ತಿದ್ದಾರೆ,ಆದರೆ ಅವರು ಹೊಸ ವರ್ಷದ ಸಂಭ್ರಮದಲ್ಲಿರುವ ಶಿವರಾಜ್ ಕುಮಾರ್ ಮತ್ತು ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳಿಗೆ ನಿರಾಸೆ ಮೂಡಿಸಿದ್ದಾರೆ
ಇನ್ನು ಹಲವು ಸಚಿನ್ ದಾಖಲೆಯನ್ನು ಕೊಹ್ಲಿಗೆ ಮುರಿಯುವುದು ಕಷ್ಟವೇನಲ್ಲ ಆದರೆ ಇದೊಂದು ದಾಖಲೆ ಮುರಿಯುವುದು ಕೊಹ್ಲಿಗೆ ಕಷ್ಟವಾಗಬಹುದು ಎಂದು ಸೆಹ್ವಾಗ್ ಅಭಿಪ್ರಾಯಪಟ್ಟಿದ್ದಾರೆ,P,N,ಆದರೆ,ಇನ್ನು ಹಲವು ಸಚಿನ್ ದಾಖಲೆಯನ್ನು ಕೊಹ್ಲಿಗೆ ಮುರಿಯುವುದು ಕಷ್ಟವೇನಲ್ಲ,ಆದರೆ ಇದೊಂದು ದಾಖಲೆ ಮುರಿಯುವುದು ಕೊಹ್ಲಿಗೆ ಕಷ್ಟವಾಗಬಹುದು ಎಂದು ಸೆಹ್ವಾಗ್ ಅಭಿಪ್ರಾಯಪಟ್ಟಿದ್ದಾರೆ
ಬರೀ ಚಿತ್ರ ನೋಡೀ ಕಥೆ ಕೇಳುವುದರಲ್ಲೇ ಸಮಾಧಾನಪಡಬೇಕಾದ ಸ್ಥಿತಿಗೆ ಬರಬಹುದೇನೋ ಏಕೆಂದರೆ ಶೀಘ್ರವಾಗಿ ನಶಿಸುತ್ತಿರುವ ಜೀವಿಗಳ ಸಾಲಿನಲ್ಲಿ ಹುಲಿರಾಯನಿದ್ದಾನೆ,O,N,ಆದರೆ,ಬರೀ ಚಿತ್ರ ನೋಡೀ ಕಥೆ ಕೇಳುವುದರಲ್ಲೇ ಸಮಾಧಾನಪಡಬೇಕಾದ ಸ್ಥಿತಿಗೆ ಬರಬಹುದೇನೋ ಏಕೆಂದರೆ ಶೀಘ್ರವಾಗಿ ನಶಿಸುತ್ತಿರುವ ಜೀವಿಗಳ ಸಾಲಿನಲ್ಲಿ ಹುಲಿರಾಯನಿದ್ದಾನೆ,
ಅವುಗಳನ್ನು ರಕ್ಷಿಸಲು ಪ್ರಾಜೆಕ್ಟ್ ಟೈಗರ್ ಎಂಬ ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಚಾಲನೆ ದೊರಕಿತು ಆದರೆ ಅದನ್ನು ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಪಾಲಿಸುವ ಇಚ್ಛಾಶಕ್ತಿಯ ಕೊರತೆಯಿಂದಾಗಿ ಇಂದು ಪರಿಸ್ಥಿತಿ ಇನ್ನೂ ಹಾಗೇ ಇದೆ,P,N,ಆದರೆ,ಅವುಗಳನ್ನು ರಕ್ಷಿಸಲು ಪ್ರಾಜೆಕ್ಟ್ ಟೈಗರ್ ಎಂಬ ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಚಾಲನೆ ದೊರಕಿತು,ಆದರೆ ಅದನ್ನು ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಪಾಲಿಸುವ ಇಚ್ಛಾಶಕ್ತಿಯ ಕೊರತೆಯಿಂದಾಗಿ ಇಂದು ಪರಿಸ್ಥಿತಿ ಇನ್ನೂ ಹಾಗೇ ಇದೆ
ನಿಜ ವನ್ಯಜೀವಿಗಳಿಗೆಲ್ಲ ನಾವು ಆಹಾರ ಒದಗಿಸುವುದು ಸಾಧ್ಯವಿಲ್ಲ ಆದರೆ ಅವುಗಳ ಆಹಾರವನ್ನು ನಾವು ಕಸಿಯುತ್ತಿದ್ದೇವಲ್ಲ ! ಅದನ್ನು ನಿಲ್ಲಿಸಿದರೆ ಸಾಕು,N,N,ಆದರೆ,ನಿಜ ವನ್ಯಜೀವಿಗಳಿಗೆಲ್ಲ ನಾವು ಆಹಾರ ಒದಗಿಸುವುದು ಸಾಧ್ಯವಿಲ್ಲ,ಆದರೆ ಅವುಗಳ ಆಹಾರವನ್ನು ನಾವು ಕಸಿಯುತ್ತಿದ್ದೇವಲ್ಲ ! ಅದನ್ನು ನಿಲ್ಲಿಸಿದರೆ ಸಾಕು
ಇಲ್ಲೆಲ್ಲಾ ಹುಲಿ ಬಂದು ಹೋಗಿತ್ತು ಅನ್ನುವ ಮಾತು ಈಗ ಯಾರು ಹೇಳುವುದಿಲ್ಲ ಏಕೆಂದರೆ ನಾನು ಹತ್ತಾರು ಸಲ ಬಂಢಿಪುರ ನಾಗರಹೊಳೆ ಕಬಿನಿ ಇತ್ಯಾದಿ ಕಾಡುಗಳಿಗೆ ಫೋಟೊತೆಗೆಯಲು ಹೋಗಿದ್ದೇನೆ ಒಮ್ಮೆಯೂ ಕಾಣಿಸಲಿಲ್ಲ,O,N,ಏಕೆಂದರೆ,ಇಲ್ಲೆಲ್ಲಾ ಹುಲಿ ಬಂದು ಹೋಗಿತ್ತು ಅನ್ನುವ ಮಾತು ಈಗ ಯಾರು ಹೇಳುವುದಿಲ್ಲ,ಏಕೆಂದರೆ ನಾನು ಹತ್ತಾರು ಸಲ ಬಂಢಿಪುರ ನಾಗರಹೊಳೆ ಕಬಿನಿ ಇತ್ಯಾದಿ ಕಾಡುಗಳಿಗೆ ಫೋಟೊತೆಗೆಯಲು ಹೋಗಿದ್ದೇನೆ ಒಮ್ಮೆಯೂ ಕಾಣಿಸಲಿಲ್ಲ
ಮಧ್ಯಾಹ್ನದ ಬಿಸಿಯೂಟದ ಖಾತೆಗೆ ಮತ್ತೆ ಜಮಾ ಮಾಡಲಾಗಿದೆ ಆದರೆ ಇನ್ನೂ ಕೋಟಿಯಷ್ಟು ಹಣ ನಿರ್ಮಾಣ ಸಂಸ್ಥೆ ಬಳಿಯೇ ಇದೆ,P,O,ಆದರೆ,ಮಧ್ಯಾಹ್ನದ ಬಿಸಿಯೂಟದ ಖಾತೆಗೆ ಮತ್ತೆ ಜಮಾ ಮಾಡಲಾಗಿದೆ,ಆದರೆ ಇನ್ನೂ ಕೋಟಿಯಷ್ಟು ಹಣ ನಿರ್ಮಾಣ ಸಂಸ್ಥೆ ಬಳಿಯೇ ಇದೆ
ಅರ್ನಬ್ ಗೋಸ್ವಾಮಿ ಟೌಮ್ಸ್ ನೆಟ್ ವರ್ಕನ್ನು ತೊರೆಯಲಿದ್ದಾರೆ ಆದರೆ ಪತ್ರಿಕೋದ್ಯಮದಲ್ಲೇ ಮುಂದುವರಿಯಲಿರುವ ಅರ್ನಬ್ ಅವರ ಮುಂದಿನ ಯೋಜನೆ ಏನು ಎಂಬುದು ಇನ್ನೂ ಗೊತ್ತಾಗಿಲ್ಲ,N,O,ಆದರೆ,ಅರ್ನಬ್ ಗೋಸ್ವಾಮಿ ಟೌಮ್ಸ್ ನೆಟ್ ವರ್ಕನ್ನು ತೊರೆಯಲಿದ್ದಾರೆ,ಆದರೆ ಪತ್ರಿಕೋದ್ಯಮದಲ್ಲೇ ಮುಂದುವರಿಯಲಿರುವ ಅರ್ನಬ್ ಅವರ ಮುಂದಿನ ಯೋಜನೆ ಏನು ಎಂಬುದು ಇನ್ನೂ ಗೊತ್ತಾಗಿಲ್ಲ
ರಾಜ್ಯದಲ್ಲಿ ಉತ್ತಮ ಮಳೆಯಾಗಿದ್ದು ರೈತರ ಮುಖದಲ್ಲಿ ಮಂದಹಾಸ ಉಂಟುಮಾಡಿದೆ ಆದರೆ ಇನ್ನೂ ಜಿಲ್ಲೆಗಳು ಮಳೆಯಿಲ್ಲದೆ ಬರಗಾಲ ಎದುರಿಸುತ್ತಿವೆ,P,N,ಆದರೆ,ರಾಜ್ಯದಲ್ಲಿ ಉತ್ತಮ ಮಳೆಯಾಗಿದ್ದು ರೈತರ ಮುಖದಲ್ಲಿ ಮಂದಹಾಸ ಉಂಟುಮಾಡಿದೆ,ಆದರೆ ಇನ್ನೂ ಜಿಲ್ಲೆಗಳು ಮಳೆಯಿಲ್ಲದೆ ಬರಗಾಲ ಎದುರಿಸುತ್ತಿವೆ
ಯಡಿಯೂರಪ್ಪ ಅವರು ಸಂಧಾನ ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದ್ದಾರೆ ಆದರೆ ತಿಪ್ಪೇಸ್ವಾಮಿ ಬೆಂಗಳೂರಿಗೆ ಬರಲಿಲ್ಲ,O,N,ಆದರೆ,ಯಡಿಯೂರಪ್ಪ ಅವರು ಸಂಧಾನ ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದ್ದಾರೆ,ಆದರೆ ತಿಪ್ಪೇಸ್ವಾಮಿ ಬೆಂಗಳೂರಿಗೆ ಬರಲಿಲ್ಲ
ನಿಮ್ಮ ಉಬುಂಟು ಮತ್ತೆ ಬೂಟ್ ಆಗದಿರಬಹುದು ಅಥವಾ ನಿಮಗೆ ತಂತ್ರಾಂಶಗಳಲ್ಲಿ ತೊಂದರೆ ಕಂಡುಬರಬಹುದು,N,N,ಅಥವಾ,ನಿಮ್ಮ ಉಬುಂಟು ಮತ್ತೆ ಬೂಟ್ ಆಗದಿರಬಹುದು,ಅಥವಾ ನಿಮಗೆ ತಂತ್ರಾಂಶಗಳಲ್ಲಿ ತೊಂದರೆ ಕಂಡುಬರಬಹುದು
